"path";"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"id";"created_time";"status_type";"type";"properties.0.text";"message";"link";"permalink_url";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"wow.summary.total_count";"haha.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"jairmessias.bolsonaro/211857482296579_1616451495170497/211857482296579_1616451495170497";"785";"171";"2";"211857482296579_1616451495170497";"data";"fetched (200)";"2020-05-26 13:09:37.595889";"Facebook:/<post-id>";"211857482296579_1616451495170497";"";"";"";"";"";"";"";"14644";"12017";"160408";"140651";"17522";"389";"1730";"28";"88"
"jairmessias.bolsonaro/211857482296579_1615691475246499";"172";"1";"1";"211857482296579_1615691475246499";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1615691475246499";"2019-10-09T10:49:05+0000";"mobile_status_update";"status";"";"‪- Portaria do Ministério da Agricultura, Pecuária e Abastecimento cria descontos no mês de outubro para produtos oriundos da Agricultura  Familiar. Valorizar e estimular o pequeno produtor e economia ao consumidor.   .Detalhes: bit.ly/2OvzFdW ‬";"";"https://www.facebook.com/211857482296579/posts/1615691475246499/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1615691475246499/211857482296579_1615691475246499";"786";"172";"2";"211857482296579_1615691475246499";"data";"fetched (200)";"2020-05-26 13:09:37.923219";"Facebook:/<post-id>";"211857482296579_1615691475246499";"";"";"";"";"";"";"";"1201";"2396";"28844";"27170";"1519";"135";"17";"0";"3"
"jairmessias.bolsonaro/211857482296579_1614928798656100";"173";"1";"1";"211857482296579_1614928798656100";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1614928798656100";"2019-10-08T16:07:41+0000";"added_video";"video";"02:02";"- A sociedade pede #PacoteAntiCrime - Rafael:  . Link no YouTube: https://youtu.be/_RRTXIo0Lvk";"https://www.facebook.com/jairmessias.bolsonaro/videos/431955884116005/";"https://www.facebook.com/211857482296579/posts/1614928798656100/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1614928798656100/211857482296579_1614928798656100";"787";"173";"2";"211857482296579_1614928798656100";"data";"fetched (200)";"2020-05-26 13:09:38.275314";"Facebook:/<post-id>";"211857482296579_1614928798656100";"";"";"";"";"";"";"";"1894";"10372";"27179";"24405";"898";"97";"16";"1677";"86"
"jairmessias.bolsonaro/211857482296579_1614705632011750";"174";"1";"1";"211857482296579_1614705632011750";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1614705632011750";"2019-10-08T11:35:44+0000";"added_photos";"photo";"";"";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1614705538678426/?type=3";"https://www.facebook.com/211857482296579/posts/1614705632011750/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1614705632011750/211857482296579_1614705632011750";"788";"174";"2";"211857482296579_1614705632011750";"data";"fetched (200)";"2020-05-26 13:09:38.691621";"Facebook:/<post-id>";"211857482296579_1614705632011750";"";"";"";"";"";"";"";"956";"2075";"25211";"23832";"1000";"333";"21";"11";"14"
"jairmessias.bolsonaro/211857482296579_1614077208741259";"175";"1";"1";"211857482296579_1614077208741259";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1614077208741259";"2019-10-07T20:25:22+0000";"added_photos";"photo";"";"‪- Via Eduardo Bolsonaro: Acompanhando Miniatro da Educação - MEC, Abraham Weintraub na entrega de 180 ônibus escolares, todos com acessibilidade, para 144 municípios de SP. De um lado o governo Bolsonaro corta a corrupção e o desperdício para que do outro venham benefícios para a sociedade.‬";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1614077018741278/?type=3";"https://www.facebook.com/211857482296579/posts/1614077208741259/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1614077208741259/211857482296579_1614077208741259";"789";"175";"2";"211857482296579_1614077208741259";"data";"fetched (200)";"2020-05-26 13:09:38.941493";"Facebook:/<post-id>";"211857482296579_1614077208741259";"";"";"";"";"";"";"";"3272";"8399";"52875";"48936";"3468";"331";"118";"3";"19"
"jairmessias.bolsonaro/211857482296579_1613905758758404";"176";"1";"1";"211857482296579_1613905758758404";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1613905758758404";"2019-10-07T17:18:16+0000";"mobile_status_update";"status";"";"Segurança sempre foi a maior preocupação das pessoas. Por isso não estamos medindo esforços para, mesmo com poucos recursos, de forma eficiente e inteligente, trazer alívio para a população. Homicídios no Brasil já caíram mais de 20%. Ainda é pouco, mas estamos no caminho certo!";"";"https://www.facebook.com/211857482296579/posts/1613905758758404/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1613905758758404/211857482296579_1613905758758404";"790";"176";"2";"211857482296579_1613905758758404";"data";"fetched (200)";"2020-05-26 13:09:39.263811";"Facebook:/<post-id>";"211857482296579_1613905758758404";"";"";"";"";"";"";"";"3741";"3764";"58002";"54007";"3667";"215";"98";"3";"12"
"jairmessias.bolsonaro/211857482296579_1613060622176251";"177";"1";"1";"211857482296579_1613060622176251";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1613060622176251";"2019-10-06T23:23:40+0000";"added_video";"video";"02:47";"- SEMANA DO PRESIDENTE. - De 30/setembro a 04/outubro.";"https://www.facebook.com/jairmessias.bolsonaro/videos/537158260161428/";"https://www.facebook.com/211857482296579/posts/1613060622176251/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1613060622176251/211857482296579_1613060622176251";"791";"177";"2";"211857482296579_1613060622176251";"data";"fetched (200)";"2020-05-26 13:09:39.584929";"Facebook:/<post-id>";"211857482296579_1613060622176251";"";"";"";"";"";"";"";"852";"2832";"19188";"17695";"1346";"109";"26";"0";"12"
"jairmessias.bolsonaro/211857482296579_1612571762225137";"178";"1";"1";"211857482296579_1612571762225137";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1612571762225137";"2019-10-06T13:59:27+0000";"added_photos";"photo";"";"";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1612571732225140/?type=3";"https://www.facebook.com/211857482296579/posts/1612571762225137/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1612571762225137/211857482296579_1612571762225137";"792";"178";"2";"211857482296579_1612571762225137";"data";"fetched (200)";"2020-05-26 13:09:39.923802";"Facebook:/<post-id>";"211857482296579_1612571762225137";"";"";"";"";"";"";"";"2746";"5555";"63194";"59209";"3353";"145";"448";"9";"30"
"jairmessias.bolsonaro/211857482296579_1612502855565361";"179";"1";"1";"211857482296579_1612502855565361";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1612502855565361";"2019-10-06T12:55:06+0000";"mobile_status_update";"status";"";"ALGUNS RESULTADOS DO TRABALHO DO GOVERNO BOLSONARO NESTA PRIMEIRA SEMANA DE OUTUBRO DE 2019:  1- Após zerar impostos de produtos no combate ao câncer e aids, mais de 500 itens de saúde e outros, o Ministério da Economia zera imposto de importação de mais 147 produtos sem similar produzidos no Brasil, relacionados  à indústria, informática e telecomunicação; https://youtu.be/yCaQV6T2n_A / https://youtu.be/N9ZxZq8Qvfw / https://youtu.be/g46yms2iJ6Y ;  2- EM FRENTE BRASIL: Programa do nosso Governo, apresentando grandes resultados. Em apenas 30 dias, os cinco municípios onde a ação foi implementada registraram queda de 53% dos homicídios no mês de setembro, em relação a agosto. O projeto-piloto conta com trabalho conjunto das forças de segurança das esferas federal, estadual e municipal. https://youtu.be/gjgv10q6bkw ;  3- Brasil teve uma queda de 22,6% nas mortes violentas nos primeiros sete meses de 2019 (comparação com o mesmo período de 2018). São 7,1 mil pessoas que deixaram de ser assassinadas ;  4-  EDUCAÇÃO: Lançamento de projeto de ensino de educação financeira para crianças, usando personagens infantis e Mais bolsas de pesquisa em áreas úteis com retorno à sociedade, sem aumentar impostos! https://youtu.be/qt4bBKBDO-Q / https://youtu.be/AYNgG2hHwOw ;  5- PROGRAMA SAÚDE NA HORA - mais tempo para atendimento e recursos para unidades de saúde. Repasse de R$ 178 milhões para custeio de unidades de saúde que ampliaram o horário de atendimento e tudo têm que melhorar ainda mais! - O Ministério da Saúde investirá R$ 333 milhões nos estados e municípios que têm profissionais atuando na atenção primária, mas não se encaixavam nos critérios da Estratégia Saúde da Família. 4 mil novas equipes serão credenciadas. https://youtu.be/QKvpIs2qbqA ;  6- O Ministério do Desenvolvimento Regional,  entregou está semana, 1.568 moradias do Minha Casa Minha Vida no Rio Grande do Sul. Neste ano, o Governo Bolsonaro liberou R$ 194 milhões para o programa no estado. Já foram 30 mil entregas e quase 11 mil novas contratações de emprego;  7- ESCOLAS CÍVICO-MILITARES: Estados onde os governadores aderiram à Escola Cívico-Militar: Rio Grande do Sul, Santa Catarina, Paraná, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Goiás, DF, Ceará, Pará, Tocantins, Amazonas, Rondônia, Acre, Roraima e Amapá. https://youtu.be/7BXar_yYVvE ;  8- MP 885, que agiliza a venda de bens apreendidos do tráfico de drogas e permite o uso dos recursos no combate ao crime organizado, aprovada na Câmara, com obstrução do PSOL. Vitória do Brasil! Derrota do crime ;  9- Ao longo dos primeiros 7 meses de 2019, a movimentação com o turismo foi de R$ 136,7 bilhões, o melhor resultado dos últimos quatro anos! Só em julho, foram gerados mais de 25 mil empregos em relação ao mesmo período de 2018 (fonte: CNC). O Brasil pode ir muito mais longe, desenvolvendo a noção da importância do envolvimento social com a preservação ambiental ;  10- Empregos e economia: As vendas de carros novos no Brasil subiram 10,1% em setembro comparando-se com o mesmo mês de 2018. De janeiro a setembro de 2019, foram vendidos 2.029.590 veículos, ou seja, 9,9% a mais que os 1.846.024 de 2018. Fonte: Fenabrave ;  11- decreto assinado simplifica entrada de bancos estrangeiros no Brasil. Ampliação da concorrência, ajuda na redução da taxa de juros e na recuperação da economia;  12- O trabalho na reconstituição das rodovovias federais, possibilitando maior segurança e trafegabilidade aos motoristas, segue em ritmo acelerado; como na BR-222/CE, BR-101/SE, BR-285/SC e BR-230/PA e outras;  13- Pesquisa do SPC Brasil/CNDL mostra que, em 2019, cresceu de 33% para 41% a intenção de micro e pequenos empresários brasileiros de investir nos próximos meses. Mais um sinal da confiança dos investidores na recuperação de nossa economia;  14- Alcançamos a meta deste ano para privatizações e concessões - menos estado, menos cargos nas mãos de políticos, mais eficiência e dinheiro público aplicado em locais realmente necessários. Avançaremos mais! https://youtu.be/LpHv7Inn8uw ;  15- lançamento da campanha para aprovação do pacote anti-crime pelo Congresso Nacional. Caso aprovada, o ambiente favorável aumenta em todos os sentidos em nosso território. https://youtu.be/PYEyDU9g-1k ;  16- Governo Bolsonaro exibe recordes em volume de drogas apreendidas, oito fases da Operação Lava Jato esse ano, e redução da criminalidade. Mas apesar disso, os apocalípticos e desinformantes insistem em dizer que A Lava Jato acabou. https://youtu.be/PBSZ-GenOCI / https://youtu.be/PBSZ-GenOCI ;  17- Sancionada lei, esperada pelo setor de telecomunicações, no que diz respeito à alteração de concessão para autorização. Flexibilidade, dispensa a realização de concorrência pública e maior investimento das empresas em infraestrutura de banda larga. Informação e qualidade de serviço ao cidadão;  18- Governo Bolsonaro atinge o objetivo de transformar 400 serviços públicos digitalmente em 2019. Economia anual de mais de R$350 milhões para o Governo e R$1.9 bilhão para a sociedade. Outros importantes significados são a facilidade e agilidade para o cidadão! https://youtu.be/ztgzHHR-ii8 ;  19- O sistema de transportes marítimos não para de crescer. A criação de empregos, o barateamento dos produtos e economia ao investidor com a utilização de navios de carga, algo muito mais viável que o transporte rodoviário, trazem benefícios  ao cidadão. É questão de tempo até a economia estabilizar mais e os reflexos acompanharem. Afinal foram décadas de destruição e estamos apenas entrando no décimo mês.";"";"https://www.facebook.com/211857482296579/posts/1612502855565361/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1612502855565361/211857482296579_1612502855565361";"793";"179";"2";"211857482296579_1612502855565361";"data";"fetched (200)";"2020-05-26 13:09:40.303237";"Facebook:/<post-id>";"211857482296579_1612502855565361";"";"";"";"";"";"";"";"3166";"9556";"51235";"46840";"3939";"342";"102";"3";"9"
"jairmessias.bolsonaro/211857482296579_1612346765580970";"180";"1";"1";"211857482296579_1612346765580970";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1612346765580970";"2019-10-06T09:34:14+0000";"added_photos";"photo";"";"- Mais uma M-E-N-T-I-R-A da mídia. - Tentam a todo custo nos dividir. - O Brasil já está dando certo apesar da imprensa. - Bom dia a todos.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1612346742247639/?type=3";"https://www.facebook.com/211857482296579/posts/1612346765580970/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1612346765580970/211857482296579_1612346765580970";"794";"180";"2";"211857482296579_1612346765580970";"data";"fetched (200)";"2020-05-26 13:09:40.637893";"Facebook:/<post-id>";"211857482296579_1612346765580970";"";"";"";"";"";"";"";"5901";"6358";"58497";"52494";"2288";"206";"2992";"95";"422"
"jairmessias.bolsonaro/211857482296579_1611756278973352";"181";"1";"1";"211857482296579_1611756278973352";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1611756278973352";"2019-10-05T18:49:52+0000";"added_photos";"photo";"";"Apreensões recordes não param de acontecer!";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1611756218973358/?type=3";"https://www.facebook.com/211857482296579/posts/1611756278973352/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1611756278973352/211857482296579_1611756278973352";"795";"181";"2";"211857482296579_1611756278973352";"data";"fetched (200)";"2020-05-26 13:09:40.967979";"Facebook:/<post-id>";"211857482296579_1611756278973352";"";"";"";"";"";"";"";"4439";"12214";"85493";"77265";"5935";"2006";"233";"20";"34"
"jairmessias.bolsonaro/211857482296579_1610869692395344";"182";"1";"1";"211857482296579_1610869692395344";"data";"fetched (200)";"2020-05-26 13:08:06.584502";"Facebook:/<page-id>/posts";"211857482296579_1610869692395344";"2019-10-04T22:18:17+0000";"added_video";"video";"01:37";"- Eficiência, vontade e gestão resultam em mais recursos aplicados onde realmente é necessário, como bolsas de pesquisa em áreas úteis com retorno à sociedade, sem aumentar impostos!   . Via Ministério da Educação - MEC (Abraham Weintraub).";"https://www.facebook.com/jairmessias.bolsonaro/videos/504235703474357/";"https://www.facebook.com/211857482296579/posts/1610869692395344/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1610869692395344/211857482296579_1610869692395344";"796";"182";"2";"211857482296579_1610869692395344";"data";"fetched (200)";"2020-05-26 13:09:41.335450";"Facebook:/<post-id>";"211857482296579_1610869692395344";"";"";"";"";"";"";"";"1818";"9850";"39612";"36346";"2913";"195";"132";"8";"18"
"jairmessias.bolsonaro/211857482296579_531572270978902";"184";"1";"1";"211857482296579_531572270978902";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_531572270978902";"2019-10-03T22:00:12+0000";"added_video";"video";"47:58";"- Live de toda quinta-feira com o Presidente Bolsonaro.  . Link no YouTube: https://youtu.be/cfeLfp0i7Fs";"https://www.facebook.com/jairmessias.bolsonaro/videos/531572270978902/";"https://www.facebook.com/jairmessias.bolsonaro/videos/531572270978902/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_531572270978902/211857482296579_531572270978902";"797";"184";"2";"211857482296579_531572270978902";"data";"fetched (200)";"2020-05-26 13:09:41.646739";"Facebook:/<post-id>";"211857482296579_531572270978902";"";"";"";"";"";"";"";"27989";"9472";"54845";"45833";"8267";"166";"335";"65";"179"
"jairmessias.bolsonaro/211857482296579_1609580612524252";"185";"1";"1";"211857482296579_1609580612524252";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1609580612524252";"2019-10-03T18:55:32+0000";"mobile_status_update";"status";"";"‪- Após zerar impostos de produtos no combate ao câncer e aids, mais de 500 itens de saúde e outros, ‬o Ministério da Economia zera imposto de importação de mais 147 produtos sem similar produzidos no Brasil. Medida abrange itens para indústria, informática e telecomunicação e visa incentivar investimentos e geração de empregos.  Link. http://www.economia.gov.br/noticias/2019/10/economia-zera-imposto-de-importacao-de-mais-147-produtos-sem-similar-no-brasil  Via TV BrasilGov";"";"https://www.facebook.com/211857482296579/posts/1609580612524252/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1609580612524252/211857482296579_1609580612524252";"798";"185";"2";"211857482296579_1609580612524252";"data";"fetched (200)";"2020-05-26 13:09:41.989958";"Facebook:/<post-id>";"211857482296579_1609580612524252";"";"";"";"";"";"";"";"2673";"7645";"59545";"54789";"4220";"473";"54";"1";"8"
"jairmessias.bolsonaro/211857482296579_1609107972571516";"186";"1";"1";"211857482296579_1609107972571516";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1609107972571516";"2019-10-03T09:33:15+0000";"added_photos";"photo";"";"";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1609107942571519/?type=3";"https://www.facebook.com/211857482296579/posts/1609107972571516/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1609107972571516/211857482296579_1609107972571516";"799";"186";"2";"211857482296579_1609107972571516";"data";"fetched (200)";"2020-05-26 13:09:42.305573";"Facebook:/<post-id>";"211857482296579_1609107972571516";"";"";"";"";"";"";"";"6919";"10470";"87039";"82673";"2399";"351";"840";"506";"270"
"jairmessias.bolsonaro/211857482296579_1608606472621666";"187";"1";"1";"211857482296579_1608606472621666";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1608606472621666";"2019-10-02T19:35:31+0000";"added_photos";"photo";"";"- EM FRENTE BRASIL: Programa do nosso Governo, lançado pelo Ministro Sergio Moro, já apresenta grandes resultados. Em apenas 30 dias, os cinco municípios onde a ação foi implementada registraram queda de 53% dos homicídios no mês de setembro, em relação a agosto. O Brasil avança!  - O projeto-piloto foi realizado nas cidades de Ananindeua (PA), Cariacica (ES), Goiânia (GO), Paulista (PE) e São José dos Pinhais (PR) e contou com trabalho conjunto das forças de segurança das esferas federal, estadual e municipal. Parabéns a todos pelo excelente trabalho! 🇧🇷👍";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1608606352621678/?type=3";"https://www.facebook.com/211857482296579/posts/1608606472621666/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1608606472621666/211857482296579_1608606472621666";"800";"187";"2";"211857482296579_1608606472621666";"data";"fetched (200)";"2020-05-26 13:09:42.647250";"Facebook:/<post-id>";"211857482296579_1608606472621666";"";"";"";"";"";"";"";"7262";"13867";"131028";"118597";"10033";"652";"1675";"11";"60"
"jairmessias.bolsonaro/211857482296579_1608503912631922";"188";"1";"1";"211857482296579_1608503912631922";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1608503912631922";"2019-10-02T17:21:21+0000";"mobile_status_update";"status";"";"‪- Empregos e economia: As vendas de carros novos no Brasil subiram 10,1% em setembro comparando-se com o mesmo mês de 2018. De janeiro a setembro de 2019, foram vendidos 2.029.590 veículos, ou seja, 9,9% a mais que os 1.846.024 de 2018.   . Fonte: Fenabrave.‬";"";"https://www.facebook.com/211857482296579/posts/1608503912631922/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1608503912631922/211857482296579_1608503912631922";"801";"188";"2";"211857482296579_1608503912631922";"data";"fetched (200)";"2020-05-26 13:09:43.055838";"Facebook:/<post-id>";"211857482296579_1608503912631922";"";"";"";"";"";"";"";"2028";"3127";"42401";"39610";"2351";"314";"103";"5";"18"
"jairmessias.bolsonaro/211857482296579_1296930870476558";"189";"1";"1";"211857482296579_1296930870476558";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1296930870476558";"2019-10-02T11:21:30+0000";"added_video";"video";"03:55";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/1296930870476558/";"https://www.facebook.com/jairmessias.bolsonaro/videos/1296930870476558/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1296930870476558/211857482296579_1296930870476558";"802";"189";"2";"211857482296579_1296930870476558";"data";"fetched (200)";"2020-05-26 13:09:43.297778";"Facebook:/<post-id>";"211857482296579_1296930870476558";"";"";"";"";"";"";"";"11088";"3591";"48040";"40224";"7355";"118";"259";"14";"70"
"jairmessias.bolsonaro/211857482296579_1608108739338106";"190";"1";"1";"211857482296579_1608108739338106";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1608108739338106";"2019-10-02T10:26:50+0000";"mobile_status_update";"status";"";"- MP 885, que agiliza a venda de bens apreendidos do tráfico de drogas e permite o uso dos recursos no combate ao crime organizado, aprovada na Câmara, com obstrução do PSOL. Vitória do Brasil! Derrota do crime! Seguimos na construção de segurança pública eficiente e inteligente.";"";"https://www.facebook.com/211857482296579/posts/1608108739338106/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1608108739338106/211857482296579_1608108739338106";"803";"190";"2";"211857482296579_1608108739338106";"data";"fetched (200)";"2020-05-26 13:09:43.658383";"Facebook:/<post-id>";"211857482296579_1608108739338106";"";"";"";"";"";"";"";"6018";"11125";"90817";"83693";"6431";"276";"389";"6";"22"
"jairmessias.bolsonaro/211857482296579_1606316696183977";"191";"1";"1";"211857482296579_1606316696183977";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1606316696183977";"2019-09-30T13:23:42+0000";"added_video";"video";"00:21";"- A imprensa e a ONU. - 20 segundos que valem por horas. - Peço compartilhar.";"https://www.facebook.com/jairmessias.bolsonaro/videos/751429375307113/";"https://www.facebook.com/211857482296579/posts/1606316696183977/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1606316696183977/211857482296579_1606316696183977";"804";"191";"2";"211857482296579_1606316696183977";"data";"fetched (200)";"2020-05-26 13:09:43.980954";"Facebook:/<post-id>";"211857482296579_1606316696183977";"";"";"";"";"";"";"";"7866";"13509";"56766";"46020";"6484";"171";"4023";"12";"56"
"jairmessias.bolsonaro/211857482296579_2540818359475134";"192";"1";"1";"211857482296579_2540818359475134";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_2540818359475134";"2019-09-30T11:47:23+0000";"added_video";"video";"06:03";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/2540818359475134/";"https://www.facebook.com/jairmessias.bolsonaro/videos/2540818359475134/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_2540818359475134/211857482296579_2540818359475134";"805";"192";"2";"211857482296579_2540818359475134";"data";"fetched (200)";"2020-05-26 13:09:44.326735";"Facebook:/<post-id>";"211857482296579_2540818359475134";"";"";"";"";"";"";"";"10658";"4579";"48992";"40807";"7632";"116";"348";"17";"72"
"jairmessias.bolsonaro/211857482296579_1605380412944272";"193";"1";"1";"211857482296579_1605380412944272";"data";"fetched (200)";"2020-05-26 13:08:07.113194";"Facebook:/<page-id>/posts";"211857482296579_1605380412944272";"2019-09-29T14:59:17+0000";"mobile_status_update";"status";"";"MAIS EXEMPLOS DE REALIZAÇÕES DO GOVERNO BOLSONARO NA ÚLTIMA SEMANA COMPLETA DE SETEMBRO:  1- 272 mil novos empregos (na passagem do trimestre terminado em maio para o trimestre encerrado em agosto); https://youtu.be/H9-ctbWqT9s   2- Mais de R$500 milhões liberados para o Minha Casa Minha Vida; https://youtu.be/NpnLPtZTnk0   3- Assinados mais 9 contratos de concessão de portos (AM, RO, PA, SC, ES, CE), chegando a 29 assinaturas em 2019. A novidade também é o investimento em portos exclusivos estruturados para receber turistas;   4- A indústria de calçados se recupera em 2019 e está gerando empregos; https://youtu.be/wTpmyHK-KJU   5- Esta semana, por intermédio do Ministério da Infraestrutura, continuação do trabalho de construção e reconstituição das rodovias, em muitas delas, com a disposição 24 horas por dia e 7 dias por semana do Exército Brasileiro: BR242/TO , BR163/PA, BR070/GO, BR364/AC, BR226/MA, BR116/RS, BR101/ES;   6- Lançamento do Programas LibrasGOV, inovação destinada para interação política dos surdos no Brasil; https://youtu.be/Pw6yWmTnWlQ   7- O Mercado imobiliário voltou a evoluir positivamente no segundo trimestre de 2019. Em um mês foram lançados 16.298 novos imóveis, o segundo maior resultado da série histórica iniciada em janeiro de 2014;   8- Indústria naval em crescimento. A temporada de cruzeiros marítimos 208/2019 gerou 40 mil empregos, direta e indiretamente e impacto econômico foi de R$2,1 bilhões (Ministério do Turismo). O Brasil recebe 7 cruzeiros anualmente e vamos expandir esta atividade para mais de 30, até o final de 2022. https://youtu.be/2JIQwZY5hxA   9- O Ministro do Desenvolvimento Regional, Gustavo Canuto, junto com o governador de Roraima, inauguraram a quinta sase do sistemas de esgotamento sanitário de boa vista, beneficindo centenas de milhares de brasileiros; https://youtu.be/zZptmNOAVTQ     10- Discurso de abertura da ONU 2019 defendendo a nossa soberania nacional; https://youtu.be/KVOmscIRStg   11- Construção civil dando sinais de recupeção (CNI). A atividade cresceu 0,8 ponto;   12- Todas as atividades da pecuária tiveram variações positivas no segundo trimester de 2019, quando comparados com o mesmo período de 2018. A produção de ovos, por exemplo, cresceu 7,2% e bateu recorde histórico nesse período;   13- Criação do ROTA 2030: programa gerado para pesquisas de inovação, desenvolvimento e meio ambiente; https://youtu.be/urVQCwmctM0   14- A primeira empresa aérea estrangeira passa a operar no Brasil com vôos internacionais. O primeiro passo para entrarem no mercado doméstico nacional. Abrertura de concorrência, barateando o valor das passagens e ampliação da qualidade dos serviços;   15- Quase meio milhão de alunos serão beneficiados pelo projeto CIÊNCIA É 10, do Ministério da Educação nas escolas públicas. 3920 vagas para professores de ciências que dão aula para estudantes do sexto ao nono ano.   16- Índices de confiança e intenção de investimento cresceram. Empresário do Comércio (Icec) e Confederação Nacional de Comércio de Bens, serviços e Turismo (CNC);   17- Esta semana foi entregue o novo aeroporto de Florianópolis/SC. Até 2022 serão 41 aeroportos no programa de concessões do governo Bolsonaro;    18- Apreensões de drogas continuam batendo recordes (maconha/cocaína). https://youtu.be/rvOsZcp2wgw";"";"https://www.facebook.com/211857482296579/posts/1605380412944272/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1605380412944272/211857482296579_1605380412944272";"806";"193";"2";"211857482296579_1605380412944272";"data";"fetched (200)";"2020-05-26 13:09:44.659150";"Facebook:/<post-id>";"211857482296579_1605380412944272";"";"";"";"";"";"";"";"4498";"9367";"50926";"46214";"4139";"386";"148";"14";"25"
