,index,id,parent_id,level,id.1,created_time,status_type,type,properties.0.text,message,link,permalink_url,comments.summary.total_count,shares.count,reactions.summary.total_count,like.summary.total_count,love.summary.total_count,wow.summary.total_count,haha.summary.total_count,sad.summary.total_count,angry.summary.total_count
193,395,815,202,2,211857482296579_1602205493261764,,,,,,,,1557.0,2259.0,35857.0,33578.0,1975.0,226.0,60.0,2.0,16.0
194,397,816,203,2,211857482296579_1601337166681930,,,,,,,,5913.0,15758.0,80833.0,71419.0,8336.0,534.0,417.0,21.0,106.0
195,399,817,204,2,211857482296579_1600649876750659,,,,,,,,11306.0,25716.0,189600.0,168836.0,16953.0,3584.0,207.0,5.0,15.0
196,401,818,205,2,211857482296579_1599698270179153,,,,,,,,37063.0,18093.0,244257.0,208091.0,33386.0,899.0,1723.0,36.0,122.0
197,403,819,206,2,211857482296579_1599424703539843,,,,,,,,1576.0,8414.0,42016.0,38773.0,2846.0,313.0,72.0,2.0,10.0
198,405,820,207,2,211857482296579_1599020516913595,,,,,,,,10072.0,16457.0,111900.0,98614.0,12097.0,846.0,273.0,19.0,51.0
199,407,821,208,2,211857482296579_1598118387003808,,,,,,,,1514.0,9115.0,39179.0,36124.0,2762.0,234.0,46.0,2.0,11.0
200,410,822,210,2,211857482296579_1598000630348917,,,,,,,,1924.0,8532.0,40482.0,37187.0,2947.0,248.0,68.0,7.0,25.0
201,412,823,211,2,211857482296579_1597683897047257,,,,,,,,8872.0,24284.0,102540.0,90938.0,10334.0,1015.0,218.0,7.0,28.0
202,414,824,212,2,211857482296579_2453557561598228,,,,,,,,7211.0,3755.0,38790.0,31851.0,6591.0,126.0,170.0,16.0,36.0
203,416,825,213,2,211857482296579_583163218885877,,,,,,,,11848.0,6868.0,54466.0,44569.0,9345.0,167.0,314.0,12.0,59.0
204,418,826,214,2,211857482296579_3713583421988904,,,,,,,,29800.0,11820.0,61832.0,50673.0,10374.0,201.0,358.0,52.0,174.0
205,420,827,215,2,211857482296579_1594436100705370,,,,,,,,2422.0,3490.0,46730.0,43220.0,3057.0,378.0,58.0,1.0,16.0
206,422,828,216,2,211857482296579_1593454770803503,,,,,,,,5582.0,8042.0,92316.0,83471.0,8221.0,497.0,90.0,13.0,24.0
207,424,829,217,2,211857482296579_1592009767614670,,,,,,,,2058.0,3957.0,47267.0,43069.0,3173.0,905.0,83.0,19.0,18.0
208,426,830,218,2,211857482296579_1590913541057626,,,,,,,,18149.0,11566.0,288548.0,259101.0,27641.0,1164.0,487.0,52.0,103.0
209,428,831,219,2,211857482296579_1590597247755922,,,,,,,,9552.0,6094.0,97975.0,81367.0,15653.0,230.0,454.0,254.0,17.0
210,430,832,220,2,211857482296579_1589623307853316,,,,,,,,4042.0,21817.0,66507.0,60936.0,4882.0,565.0,94.0,11.0,19.0
211,432,833,221,2,211857482296579_1588968154585498,,,,,,,,15749.0,7172.0,89116.0,77926.0,10409.0,501.0,110.0,140.0,30.0
212,434,834,222,2,211857482296579_1588004578015189,,,,,,,,11266.0,39158.0,121871.0,110595.0,5616.0,1508.0,475.0,3513.0,164.0
213,436,835,223,2,211857482296579_2416956185297692,,,,,,,,40595.0,19811.0,138481.0,110500.0,25893.0,1192.0,400.0,296.0,200.0
214,438,836,224,2,211857482296579_1584290405053273,,,,,,,,3472.0,7932.0,83737.0,77526.0,5331.0,737.0,76.0,21.0,46.0
215,440,837,225,2,211857482296579_1582172855265028,,,,,,,,7882.0,19228.0,112711.0,94097.0,17802.0,545.0,230.0,17.0,20.0
216,442,838,226,2,211857482296579_934435523586436,,,,,,,,9817.0,4571.0,45564.0,36460.0,8626.0,167.0,224.0,12.0,75.0
217,444,839,227,2,211857482296579_741350586330372,,,,,,,,10617.0,5108.0,52797.0,41950.0,10363.0,151.0,234.0,16.0,83.0
218,446,840,228,2,211857482296579_1581372618678385,,,,,,,,6377.0,20883.0,81907.0,70206.0,10916.0,421.0,237.0,13.0,114.0
219,448,841,229,2,211857482296579_417262942481152,,,,,,,,14889.0,5270.0,42923.0,34333.0,8029.0,134.0,281.0,19.0,127.0
220,450,842,230,2,211857482296579_668126383675120,,,,,,,,11089.0,4552.0,48696.0,39741.0,8107.0,213.0,222.0,33.0,380.0
221,452,843,231,2,211857482296579_521448705330890,,,,,,,,35753.0,9256.0,51674.0,40979.0,7750.0,246.0,275.0,259.0,2165.0
222,454,844,232,2,211857482296579_2342191469363956,,,,,,,,10656.0,5496.0,38467.0,31075.0,6191.0,167.0,178.0,70.0,786.0
223,456,845,233,2,211857482296579_1578873798928267,,,,,,,,3907.0,21095.0,57447.0,52654.0,4217.0,280.0,151.0,8.0,137.0
224,458,846,234,2,211857482296579_1578809968934650,,,,,,,,1152.0,998.0,9558.0,8615.0,807.0,76.0,14.0,7.0,39.0
225,461,847,236,2,211857482296579_1578425192306461,,,,,,,,3488.0,5755.0,58033.0,53436.0,4074.0,441.0,49.0,4.0,29.0
226,463,848,237,2,211857482296579_1577514819064165,,,,,,,,1872.0,4024.0,42883.0,39275.0,3253.0,304.0,39.0,3.0,9.0
227,465,849,238,2,211857482296579_1577122802436700,,,,,,,,4626.0,15093.0,65240.0,59105.0,4367.0,346.0,1237.0,22.0,163.0
228,467,850,239,2,211857482296579_1576717389143908,,,,,,,,1631.0,1874.0,25475.0,22886.0,1624.0,63.0,875.0,6.0,21.0
229,469,851,240,2,211857482296579_2212928895500719,,,,,,,,11985.0,4311.0,46451.0,38063.0,7810.0,129.0,354.0,22.0,73.0
230,471,852,241,2,211857482296579_1575506929264954,,,,,,,,1389.0,3790.0,30394.0,27910.0,2102.0,316.0,45.0,4.0,17.0
231,473,853,242,2,211857482296579_1575583085924005,,,,,,,,7355.0,17536.0,86189.0,73955.0,6034.0,160.0,5926.0,19.0,95.0
232,475,854,243,2,211857482296579_1575452365937077,,,,,,,,8078.0,23856.0,139471.0,125247.0,9156.0,348.0,4608.0,26.0,86.0
233,477,855,244,2,211857482296579_1575073619308285,,,,,,,,7824.0,13800.0,125115.0,116593.0,6987.0,971.0,306.0,173.0,85.0
234,479,856,245,2,211857482296579_1575003332648647,,,,,,,,1893.0,3810.0,30393.0,27787.0,2373.0,175.0,46.0,1.0,11.0
235,481,857,246,2,211857482296579_1573862296096084,,,,,,,,2133.0,2036.0,38165.0,35441.0,2445.0,182.0,78.0,6.0,13.0
236,483,858,247,2,211857482296579_1573471702801810,,,,,,,,5022.0,10529.0,59631.0,54996.0,2173.0,1621.0,341.0,131.0,369.0
237,485,859,248,2,211857482296579_1573442746138039,,,,,,,,3310.0,12075.0,79363.0,74030.0,4698.0,287.0,250.0,11.0,87.0
238,487,860,249,2,211857482296579_1572794916202822,,,,,,,,4977.0,11736.0,105577.0,97016.0,7441.0,949.0,137.0,8.0,26.0
239,489,861,250,2,211857482296579_1572191186263195,,,,,,,,6774.0,15689.0,133347.0,124562.0,7669.0,716.0,350.0,8.0,42.0
240,491,862,251,2,211857482296579_393219908004304,,,,,,,,14194.0,6990.0,64582.0,54474.0,9015.0,171.0,770.0,32.0,120.0
241,493,863,252,2,211857482296579_1571466879668959,,,,,,,,16628.0,51244.0,251998.0,227646.0,21742.0,1046.0,1174.0,78.0,312.0
242,495,864,253,2,211857482296579_481394389360908,,,,,,,,40803.0,17129.0,83159.0,67836.0,13674.0,260.0,962.0,89.0,338.0
243,497,865,254,2,211857482296579_404697960177496,,,,,,,,11030.0,7524.0,53145.0,41489.0,11135.0,183.0,275.0,17.0,46.0
244,499,866,255,2,211857482296579_1570671209748526,,,,,,,,8270.0,16000.0,140671.0,128272.0,11067.0,789.0,501.0,9.0,33.0
245,501,867,256,2,211857482296579_1569856789829968,,,,,,,,9343.0,22095.0,159033.0,139099.0,12062.0,430.0,7276.0,64.0,102.0
246,503,868,257,2,211857482296579_1569817833167197,,,,,,,,10390.0,9104.0,169859.0,154330.0,13574.0,1456.0,408.0,20.0,71.0
247,505,869,258,2,211857482296579_1569517583197222,,,,,,,,1053.0,2334.0,20613.0,19198.0,1198.0,181.0,24.0,2.0,10.0
248,507,870,259,2,211857482296579_384674802241233,,,,,,,,12934.0,6943.0,47341.0,39847.0,7045.0,126.0,213.0,31.0,79.0
249,509,871,260,2,211857482296579_925151417855097,,,,,,,,8068.0,2934.0,39810.0,34264.0,5118.0,297.0,77.0,9.0,45.0
250,512,872,262,2,211857482296579_1568625749953072,,,,,,,,19457.0,90180.0,196355.0,170930.0,22197.0,2089.0,985.0,32.0,122.0
251,514,873,263,2,211857482296579_1568147210000926,,,,,,,,1447.0,4104.0,21407.0,19595.0,1508.0,199.0,40.0,9.0,56.0
252,516,874,264,2,211857482296579_1568024260013221,,,,,,,,2926.0,4749.0,48753.0,44882.0,3310.0,351.0,127.0,5.0,78.0
253,518,875,265,2,211857482296579_1567627843386196,,,,,,,,13475.0,8765.0,70361.0,59691.0,4957.0,754.0,4007.0,47.0,905.0
254,520,876,266,2,211857482296579_1567495536732760,,,,,,,,1782.0,2217.0,32105.0,29792.0,1997.0,243.0,41.0,3.0,29.0
255,522,877,267,2,211857482296579_794602684293683,,,,,,,,20292.0,12535.0,68527.0,56232.0,11290.0,221.0,568.0,41.0,175.0
256,524,878,268,2,211857482296579_1566664543482526,,,,,,,,2203.0,4510.0,37314.0,34131.0,2693.0,404.0,46.0,4.0,36.0
257,526,879,269,2,211857482296579_1566467076835606,,,,,,,,1471.0,2821.0,26034.0,23594.0,2180.0,171.0,50.0,2.0,37.0
258,528,880,270,2,211857482296579_1566245736857740,,,,,,,,4301.0,3754.0,82089.0,76038.0,5193.0,560.0,259.0,4.0,35.0
259,530,881,271,2,211857482296579_1566126086869705,,,,,,,,7912.0,12688.0,157376.0,141323.0,14666.0,896.0,391.0,14.0,86.0
260,532,882,272,2,211857482296579_1565876073561373,,,,,,,,3312.0,19638.0,49420.0,45300.0,3516.0,321.0,193.0,9.0,81.0
261,534,883,273,2,211857482296579_1563515523797428,,,,,,,,3300.0,15172.0,27535.0,24526.0,1853.0,765.0,68.0,55.0,268.0
262,536,884,274,2,211857482296579_464356410782923,,,,,,,,28890.0,12535.0,66502.0,54823.0,10214.0,244.0,296.0,102.0,823.0
263,538,885,275,2,211857482296579_484080509091646,,,,,,,,7162.0,2567.0,24782.0,20692.0,3574.0,137.0,78.0,22.0,279.0
264,540,886,276,2,211857482296579_363428561237270,,,,,,,,20128.0,8014.0,51890.0,42723.0,8164.0,210.0,218.0,94.0,481.0
265,542,887,277,2,211857482296579_1561268164022164,,,,,,,,5287.0,4916.0,72733.0,65365.0,5671.0,176.0,1349.0,18.0,154.0
266,544,888,278,2,211857482296579_1561088390706808,,,,,,,,12314.0,35122.0,114532.0,103958.0,5380.0,350.0,311.0,3549.0,984.0
267,546,889,279,2,211857482296579_2559629260725581,,,,,,,,7574.0,2880.0,23592.0,19436.0,3812.0,57.0,150.0,25.0,112.0
268,548,890,280,2,211857482296579_2340853229365545,,,,,,,,11781.0,3530.0,36890.0,30331.0,6165.0,96.0,158.0,26.0,114.0
269,550,891,281,2,211857482296579_2395158850769809,,,,,,,,12456.0,12994.0,63409.0,54104.0,8514.0,505.0,157.0,32.0,97.0
270,552,892,282,2,211857482296579_1559965030819144,,,,,,,,11633.0,17712.0,136874.0,120229.0,12862.0,3512.0,208.0,21.0,42.0
271,554,893,283,2,211857482296579_1360446424109049,,,,,,,,17567.0,9664.0,70277.0,55499.0,14098.0,411.0,143.0,35.0,91.0
272,556,894,284,2,211857482296579_1559372104211770,,,,,,,,5793.0,45552.0,102569.0,90565.0,3885.0,1335.0,4965.0,364.0,1455.0
273,558,895,285,2,211857482296579_2362086217393480,,,,,,,,15810.0,12872.0,79270.0,68274.0,10120.0,292.0,374.0,52.0,158.0
274,560,896,286,2,211857482296579_668041397036888,,,,,,,,11582.0,3935.0,36495.0,30047.0,6022.0,143.0,159.0,29.0,95.0
275,563,897,288,2,211857482296579_1556787761136871,,,,,,,,8575.0,24510.0,137137.0,126862.0,8442.0,829.0,555.0,52.0,397.0
276,565,898,289,2,211857482296579_1556562434492737,,,,,,,,1880.0,3271.0,33934.0,30677.0,2974.0,214.0,49.0,5.0,15.0
277,567,899,290,2,211857482296579_397866394205059,,,,,,,,9096.0,2992.0,30346.0,25599.0,4432.0,108.0,120.0,21.0,66.0
278,569,900,291,2,211857482296579_379566209418183,,,,,,,,11609.0,3648.0,33778.0,27781.0,5551.0,269.0,109.0,19.0,49.0
279,571,901,292,2,211857482296579_1040375146164738,,,,,,,,19420.0,9413.0,72009.0,60833.0,10358.0,363.0,301.0,49.0,105.0
280,573,902,293,2,211857482296579_1556103027872011,,,,,,,,11314.0,138032.0,181773.0,162385.0,15350.0,3119.0,280.0,490.0,149.0
281,575,903,294,2,211857482296579_1555447794604201,,,,,,,,4676.0,28605.0,88003.0,81592.0,5504.0,238.0,597.0,19.0,53.0
282,577,904,295,2,211857482296579_2657025674331127,,,,,,,,16314.0,5078.0,52270.0,44551.0,7039.0,145.0,351.0,35.0,149.0
283,579,905,296,2,211857482296579_1554981114650869,,,,,,,,4160.0,4233.0,51467.0,44855.0,5920.0,522.0,131.0,14.0,25.0
284,581,906,297,2,211857482296579_381579675743149,,,,,,,,62170.0,14962.0,78824.0,65342.0,11981.0,256.0,715.0,129.0,401.0
285,583,907,298,2,211857482296579_1553374251478222,,,,,,,,7025.0,12518.0,70315.0,52059.0,6435.0,183.0,11498.0,45.0,95.0
286,585,908,299,2,211857482296579_480535465875323,,,,,,,,6949.0,2221.0,27281.0,22853.0,4169.0,91.0,109.0,13.0,46.0
287,587,909,300,2,211857482296579_895417817487867,,,,,,,,15111.0,7657.0,49109.0,40963.0,7464.0,202.0,341.0,29.0,110.0
288,589,910,301,2,211857482296579_629591134196259,,,,,,,,11615.0,4462.0,34214.0,27598.0,6104.0,147.0,250.0,22.0,93.0
289,591,911,302,2,211857482296579_1551513648330949,,,,,,,,6388.0,53246.0,124151.0,113531.0,9595.0,847.0,144.0,8.0,26.0
290,593,912,303,2,211857482296579_402175903741015,,,,,,,,4204.0,2984.0,33563.0,28679.0,4511.0,141.0,172.0,14.0,46.0
291,595,913,304,2,211857482296579_2104688189836177,,,,,,,,7791.0,2332.0,31705.0,25319.0,5937.0,138.0,208.0,26.0,77.0
292,597,914,305,2,211857482296579_344649396471549,,,,,,,,14975.0,7461.0,59438.0,49391.0,9144.0,133.0,684.0,16.0,70.0
293,599,915,306,2,211857482296579_1549478611867786,,,,,,,,12086.0,13422.0,276094.0,255297.0,19279.0,469.0,971.0,22.0,56.0
294,601,916,307,2,211857482296579_1548856948596619,,,,,,,,5955.0,16540.0,90284.0,81512.0,8063.0,440.0,156.0,26.0,87.0
295,603,917,308,2,211857482296579_1547896495359331,,,,,,,,5363.0,11679.0,79250.0,67355.0,6815.0,219.0,4754.0,16.0,91.0
296,605,918,309,2,211857482296579_535293020554804,,,,,,,,20994.0,7700.0,71330.0,59881.0,10635.0,190.0,458.0,44.0,122.0
297,607,919,310,2,211857482296579_1547613562054291,,,,,,,,3897.0,10871.0,66020.0,55677.0,5280.0,180.0,4813.0,16.0,54.0
298,609,920,311,2,211857482296579_2411158872500919,,,,,,,,61430.0,27746.0,122423.0,100477.0,19731.0,426.0,1075.0,132.0,582.0
299,611,921,312,2,211857482296579_1546482132167434,,,,,,,,2782.0,5696.0,36179.0,33204.0,2160.0,177.0,579.0,12.0,47.0
300,614,922,314,2,211857482296579_1546123285536652,,,,,,,,2373.0,14330.0,64246.0,57137.0,6632.0,405.0,44.0,12.0,16.0
301,616,923,315,2,211857482296579_1545149245634056,,,,,,,,11230.0,37902.0,150527.0,114705.0,4026.0,801.0,28680.0,489.0,1826.0
302,618,924,316,2,211857482296579_1544621079020206,,,,,,,,7001.0,7831.0,131956.0,113797.0,15994.0,275.0,1649.0,63.0,178.0
303,620,925,317,2,211857482296579_779062665846152,,,,,,,,13743.0,5186.0,40648.0,33010.0,7113.0,160.0,264.0,28.0,73.0
304,622,926,318,2,211857482296579_1544349559047358,,,,,,,,2695.0,11154.0,51527.0,47651.0,3399.0,405.0,55.0,3.0,14.0
305,624,927,319,2,211857482296579_706388283120130,,,,,,,,22088.0,16038.0,123092.0,104977.0,16858.0,342.0,701.0,44.0,170.0
306,626,928,320,2,211857482296579_1540711809411133,,,,,,,,6090.0,60024.0,111648.0,102529.0,8147.0,838.0,100.0,10.0,24.0
307,628,929,321,2,211857482296579_1539807426168238,,,,,,,,14939.0,14682.0,127261.0,96749.0,8952.0,246.0,21177.0,30.0,107.0
308,630,930,322,2,211857482296579_485488325356559,,,,,,,,33927.0,17714.0,85818.0,70983.0,13684.0,281.0,561.0,57.0,252.0
309,632,931,323,2,211857482296579_484221252337829,,,,,,,,20550.0,6927.0,50813.0,41668.0,8315.0,227.0,251.0,54.0,298.0
310,634,932,324,2,211857482296579_1538629736286007,,,,,,,,23580.0,38559.0,184266.0,152593.0,7517.0,2763.0,936.0,20184.0,273.0
311,636,933,325,2,211857482296579_1538397999642514,,,,,,,,2431.0,5087.0,48313.0,44250.0,3648.0,325.0,69.0,6.0,15.0
312,638,934,326,2,211857482296579_439523886899075,,,,,,,,12643.0,6022.0,40154.0,33223.0,6531.0,190.0,97.0,17.0,96.0
313,640,935,327,2,211857482296579_1537860353029612,,,,,,,,6665.0,10227.0,68615.0,58945.0,6792.0,211.0,2563.0,55.0,49.0
314,642,936,328,2,211857482296579_2491500707643170,,,,,,,,16408.0,6267.0,65568.0,52932.0,11779.0,218.0,485.0,22.0,132.0
315,644,937,329,2,211857482296579_1340006002843004,,,,,,,,2485.0,902.0,20218.0,17572.0,2431.0,101.0,48.0,15.0,51.0
316,646,938,330,2,211857482296579_1294470430713301,,,,,,,,4134.0,1200.0,23680.0,19885.0,3566.0,62.0,121.0,6.0,40.0
317,648,939,331,2,211857482296579_1536703383145309,,,,,,,,21905.0,25564.0,89400.0,56499.0,2882.0,917.0,27466.0,309.0,1327.0
318,650,940,332,2,211857482296579_1536640673151580,,,,,,,,3243.0,6104.0,81945.0,75749.0,5086.0,944.0,136.0,4.0,26.0
319,652,941,333,2,211857482296579_1536362836512697,,,,,,,,1738.0,2919.0,25339.0,23340.0,1545.0,239.0,93.0,19.0,103.0
320,654,942,334,2,211857482296579_1536178576531123,,,,,,,,3079.0,31830.0,78796.0,72821.0,5252.0,285.0,370.0,15.0,53.0
321,656,943,335,2,211857482296579_2386718028074515,,,,,,,,37530.0,13151.0,146382.0,117004.0,20808.0,578.0,7331.0,116.0,545.0
322,658,944,336,2,211857482296579_1535828826566098,,,,,,,,6048.0,73385.0,102308.0,92187.0,8946.0,863.0,251.0,14.0,47.0
323,660,945,337,2,211857482296579_1535172516631729,,,,,,,,1339.0,1533.0,27303.0,25352.0,1759.0,126.0,45.0,3.0,18.0
324,662,946,338,2,211857482296579_1534237983391849,,,,,,,,11935.0,31582.0,234930.0,216285.0,12151.0,468.0,5262.0,99.0,665.0
325,665,947,340,2,211857482296579_1533462880136026,,,,,,,,994.0,4125.0,22171.0,20564.0,1336.0,164.0,86.0,6.0,15.0
326,667,948,341,2,211857482296579_583963818800855,,,,,,,,16924.0,7154.0,61899.0,50882.0,10337.0,242.0,274.0,47.0,117.0
327,669,949,342,2,211857482296579_2247539372223098,,,,,,,,19518.0,13209.0,84577.0,70282.0,13095.0,279.0,763.0,36.0,122.0
328,671,950,343,2,211857482296579_1158471547669264,,,,,,,,14746.0,14493.0,92473.0,78282.0,12698.0,314.0,1013.0,43.0,123.0
329,673,951,344,2,211857482296579_418554592094977,,,,,,,,9109.0,4510.0,42596.0,34588.0,7502.0,107.0,341.0,14.0,44.0
330,675,952,345,2,211857482296579_482538742512562,,,,,,,,34012.0,14284.0,77632.0,64130.0,12172.0,223.0,620.0,65.0,422.0
331,677,953,346,2,211857482296579_1531173713698276,,,,,,,,7820.0,27481.0,121252.0,107600.0,12346.0,482.0,721.0,15.0,88.0
332,679,954,347,2,211857482296579_1531152903700357,,,,,,,,1685.0,3254.0,26391.0,22536.0,165.0,1699.0,158.0,189.0,1644.0
333,681,955,348,2,211857482296579_1530895757059405,,,,,,,,5548.0,5115.0,109604.0,100861.0,7959.0,503.0,200.0,19.0,62.0
334,683,956,349,2,211857482296579_1530208863794761,,,,,,,,1790.0,2562.0,31636.0,29052.0,2187.0,303.0,64.0,3.0,27.0
335,685,957,350,2,211857482296579_1530092560473058,,,,,,,,2278.0,10029.0,47588.0,44172.0,3060.0,251.0,77.0,6.0,22.0
336,687,958,351,2,211857482296579_908551552818673,,,,,,,,14550.0,6928.0,61697.0,47943.0,12958.0,224.0,400.0,33.0,139.0
337,689,959,352,2,211857482296579_1528915783924069,,,,,,,,19986.0,14678.0,111622.0,90173.0,1357.0,5107.0,679.0,2514.0,11792.0
338,691,960,353,2,211857482296579_1528660757282905,,,,,,,,2340.0,6383.0,43845.0,40058.0,3359.0,253.0,144.0,5.0,26.0
339,693,961,354,2,211857482296579_1528468853968762,,,,,,,,5260.0,14961.0,62328.0,55098.0,5878.0,127.0,1146.0,7.0,72.0
340,695,962,355,2,211857482296579_1528298567319124,,,,,,,,3959.0,5548.0,49617.0,43730.0,5159.0,146.0,436.0,41.0,105.0
341,697,963,356,2,211857482296579_1526324727516508,,,,,,,,3287.0,10400.0,58749.0,53887.0,3848.0,746.0,202.0,12.0,54.0
342,699,964,357,2,211857482296579_1526042540878060,,,,,,,,13878.0,17440.0,166807.0,147451.0,12845.0,387.0,5841.0,92.0,191.0
343,701,965,358,2,211857482296579_1525110470971267,,,,,,,,14114.0,53434.0,89911.0,72831.0,10534.0,888.0,5450.0,47.0,161.0
344,703,966,359,2,211857482296579_2355415791398367,,,,,,,,15876.0,6184.0,41548.0,32836.0,8023.0,200.0,155.0,41.0,293.0
345,705,967,360,2,211857482296579_1523677491114565,,,,,,,,3504.0,22325.0,59105.0,51439.0,6761.0,474.0,366.0,11.0,54.0
346,707,968,361,2,211857482296579_1523676564447991,,,,,,,,10782.0,19037.0,90704.0,52846.0,4621.0,127.0,32818.0,68.0,224.0
347,709,969,362,2,211857482296579_1523576341124680,,,,,,,,8743.0,2992.0,31373.0,18496.0,162.0,175.0,8082.0,644.0,3814.0
348,711,970,363,2,211857482296579_716948275436963,,,,,,,,44367.0,21036.0,101187.0,81777.0,16853.0,318.0,1730.0,77.0,432.0
349,713,971,364,2,211857482296579_1522338491248465,,,,,,,,5918.0,6008.0,135317.0,123120.0,11246.0,587.0,253.0,17.0,94.0
350,716,972,366,2,211857482296579_1521501171332197,,,,,,,,2614.0,5187.0,63691.0,58514.0,4461.0,569.0,116.0,11.0,20.0
351,718,973,367,2,211857482296579_1520752044740443,,,,,,,,3263.0,18461.0,59540.0,52943.0,5947.0,547.0,63.0,12.0,28.0
352,720,974,368,2,211857482296579_1519881894827458,,,,,,,,11797.0,32874.0,176804.0,156872.0,18354.0,1150.0,365.0,16.0,47.0
353,722,975,369,2,211857482296579_1518832301599084,,,,,,,,2714.0,5172.0,49452.0,45935.0,3027.0,413.0,61.0,5.0,11.0
354,724,976,370,2,211857482296579_1518248454990802,,,,,,,,8856.0,3455.0,46047.0,29685.0,487.0,309.0,11036.0,557.0,3973.0
355,726,977,371,2,211857482296579_1517571871725127,,,,,,,,4770.0,25339.0,43854.0,34400.0,152.0,2300.0,573.0,292.0,6137.0
356,728,978,372,2,211857482296579_1517103021772012,,,,,,,,2097.0,1640.0,42697.0,37458.0,4233.0,116.0,841.0,6.0,43.0
357,730,979,373,2,211857482296579_1517023681779946,,,,,,,,5925.0,51806.0,104729.0,92100.0,10673.0,1783.0,142.0,12.0,19.0
358,732,980,374,2,211857482296579_694064184390538,,,,,,,,46818.0,6310.0,57973.0,40409.0,7180.0,426.0,902.0,756.0,8300.0
359,734,981,375,2,211857482296579_1516107135204934,,,,,,,,16694.0,6918.0,239384.0,201566.0,35170.0,826.0,1649.0,34.0,139.0
360,736,982,376,2,211857482296579_1516029268546054,,,,,,,,3029.0,8511.0,73489.0,67612.0,5182.0,352.0,199.0,9.0,135.0
361,738,983,377,2,211857482296579_382878162361521,,,,,,,,27057.0,12328.0,66940.0,52799.0,12899.0,372.0,245.0,81.0,544.0
362,740,984,378,2,211857482296579_1515399371942377,,,,,,,,1679.0,2355.0,45287.0,40858.0,3850.0,161.0,325.0,14.0,79.0
363,742,985,379,2,211857482296579_1514973981984916,,,,,,,,6386.0,3290.0,109523.0,90360.0,14896.0,255.0,3665.0,105.0,242.0
364,744,986,380,2,211857482296579_1514001338748847,,,,,,,,1406.0,6020.0,44573.0,40829.0,3350.0,274.0,41.0,52.0,27.0
365,746,987,381,2,211857482296579_1513101642172150,,,,,,,,2430.0,10806.0,67723.0,61825.0,5268.0,571.0,40.0,5.0,14.0
366,748,988,382,2,211857482296579_2446425662086988,,,,,,,,19004.0,12497.0,69123.0,55505.0,12829.0,262.0,342.0,40.0,145.0
367,750,989,383,2,211857482296579_1512227452259569,,,,,,,,14242.0,19332.0,369339.0,314885.0,47083.0,974.0,6181.0,36.0,180.0
368,752,990,384,2,211857482296579_1512008718948109,,,,,,,,18828.0,133907.0,296061.0,237231.0,51193.0,1075.0,6363.0,46.0,153.0
369,754,991,385,2,211857482296579_1511902488958732,,,,,,,,7650.0,9740.0,207125.0,174535.0,22256.0,392.0,9823.0,17.0,102.0
370,756,992,386,2,211857482296579_1511001575715490,,,,,,,,3920.0,3685.0,71322.0,55086.0,4865.0,265.0,11029.0,22.0,55.0
371,758,993,387,2,211857482296579_1510538375761810,,,,,,,,12825.0,66758.0,110038.0,98739.0,9966.0,322.0,880.0,34.0,97.0
372,760,994,388,2,211857482296579_1509637959185185,,,,,,,,1511.0,8274.0,55300.0,50914.0,3973.0,249.0,136.0,6.0,22.0
373,762,995,389,2,211857482296579_677959329333072,,,,,,,,34597.0,13864.0,72412.0,58099.0,13186.0,290.0,417.0,76.0,344.0
374,764,996,390,2,211857482296579_1508768472605467,,,,,,,,2050.0,5669.0,56451.0,51270.0,4360.0,721.0,80.0,8.0,12.0
375,767,997,392,2,211857482296579_1508359909312990,,,,,,,,1671.0,5276.0,48698.0,44296.0,3936.0,299.0,116.0,8.0,43.0
376,769,998,393,2,211857482296579_1507264242755890,,,,,,,,2400.0,1986.0,58391.0,53019.0,4185.0,254.0,901.0,7.0,25.0
377,771,999,394,2,211857482296579_1505063622975952,,,,,,,,8035.0,15159.0,168098.0,153426.0,13571.0,814.0,261.0,5.0,21.0
378,773,1000,395,2,211857482296579_1504793683002946,,,,,,,,3268.0,17468.0,72358.0,65520.0,6294.0,355.0,167.0,3.0,19.0
379,775,1001,396,2,211857482296579_1503540113128303,,,,,,,,5373.0,20384.0,85097.0,72740.0,11108.0,935.0,272.0,11.0,31.0
380,777,1002,397,2,211857482296579_1502872036528444,,,,,,,,3304.0,12757.0,70587.0,61873.0,7790.0,657.0,238.0,6.0,23.0
381,779,1003,398,2,211857482296579_1502670873215227,,,,,,,,4036.0,13004.0,119518.0,110241.0,7708.0,354.0,1179.0,9.0,27.0
382,781,1004,399,2,211857482296579_2414543882132585,,,,,,,,56911.0,18967.0,115021.0,89751.0,22664.0,382.0,1470.0,137.0,617.0
383,783,1005,400,2,211857482296579_1499958480153133,,,,,,,,3181.0,8720.0,71208.0,66226.0,4359.0,378.0,149.0,20.0,76.0
384,785,1006,401,2,211857482296579_1497044240444557,,,,,,,,1189.0,2778.0,30175.0,27853.0,1985.0,207.0,111.0,4.0,15.0
385,787,1007,402,2,211857482296579_1496893443792970,,,,,,,,8956.0,19539.0,53795.0,27595.0,90.0,486.0,125.0,4765.0,20734.0
386,789,1008,403,2,211857482296579_1496047550544226,,,,,,,,2455.0,3331.0,57399.0,53173.0,3641.0,458.0,88.0,4.0,35.0
