,language,id,text,resultado,situacao,cat_id,cat_nome
776,pt,69966,o senhor nao esta sozinho presidente tem uma nacao orando pelo senhor   sabiamos que iria ser dificil mas ja passou da hora de fechar e stf   ,0.33621197938919106,Neutro,2,Amei
777,pt,69900,a globo so faz uma coisa so atacar o presidente com mentiras ela age contra o brasil estamos contigo capitao ,0.219721019268036,Negativo,2,Amei
778,pt,69894,maravilhosas bencaos do amado pai sobre sua vida e de toda familia e tambem de toda sua equipe de trabalho ,0.8025536537170409,Positivo,2,Amei
779,pt,69882,o pl 1645 aprovado concede 73  de aumento  gratificacoes  para os generais e apenas 4  para os pobres pracas das forcas armadas  suboficiais  sargentos  cabos e soldados  ,0.49654731154441795,Neutro,2,Amei
780,pt,69772,presidente   incondicionalmente do seu lado  mas cuidado com postagens inuteis ou provocativas  o senhor e maior que tudo  nao se nivele por baixo ,0.635810911655426,Neutro,2,Amei
781,pt,95004,faca valer essa reforma   para todos os cargos   do judiciario  executivo e legislativo  faca justica para todos,0.553843021392822,Neutro,2,Amei
782,pt,69872,presidente  nao faca mais o jogo deles  governa o brasil e ignora eles  nos estamos contigo  voce precisa descansar  voce precisa dormir  voce precisa cuidar da sua saude   ,0.501692891120911,Neutro,2,Amei
783,pt,95061,diminui tambem os impostos sobre importacao de eletronicos ,0.521668791770935,Neutro,2,Amei
784,pt,69786,meu querido presidente  os humilhados serao exaltados  o senhor e luz nao se preoculpe  pois a luz nao combina com trevas  deus e contigo por onde quer que andares em none de jesus ,0.284092307090759,Negativo,2,Amei
785,pt,69866,triste meu presidente lute presidente fe nao deixe eles acabarem com um governo honesto estamos com o senhor presidente nos orgulhamos do senhor ,0.24896773695945698,Negativo,2,Amei
786,pt,69789,nos estamos contigo  meu presidente   sentimos a mesma dor e a mesma revolta  mas deus e maior que tudo isso  nada vai impedir os planos de deus para o nosso brasil ,0.177419349551201,Negativo,2,Amei
787,pt,69904,confiamos no sr    fique tranquilo pois se precisar seu exercito de 54 milhoes de soldados ira te defender nas ruas    ,0.927530229091644,Positivo,2,Amei
788,pt,95052,sou mulher  servidora publica  guarda municipal  peco socorro  o mundo e dos homens  nao posso me aposentar aos 65 anos  pelo amor de deus  sirvo ha 20 anos na prefeitura de sao joao de meriti ,0.43184074759483293,Neutro,2,Amei
789,pt,94980,presidente por favor  faca primeiro uma auditoria nos cofres publicos  ,0.36877179145813005,Neutro,2,Amei
790,pt,71632,calma  presidente  o povo esta contigo ,0.661770224571228,Neutro,2,Amei
791,pt,69915,presidente tenha calma   o brasil precisa do sr bem com muita saude e muito trabalho que lhe espera  deus e contigo ,0.976190447807312,Positivo,2,Amei
792,pt,44217,amanha estarei na av paulista       todos juntos pelo brasil        todos pela reforma da previdencia   ,0.6151109933853149,Neutro,2,Amei
793,pt,98,encantou o meu coracao  finalmente os brasileiros voltaram a sentir esperanca   ,0.8307434320449829,Positivo,2,Amei
794,pt,69928,seus eleitores confiam e acreditam no senhor   concordamos com o que o senhor fala o que acontece e que estao fazendo tudo contra o senhor por ganancia pelo poder ,0.5587655305862429,Neutro,2,Amei
795,pt,69944,cachorro morto ninguem chuta presidente   so incomoda quem tem valor e faz o bem   fique tranquilo que o povo de bem esta ai seu lado ,0.8089087605476379,Positivo,2,Amei
796,pt,108,esperando as feministas se pronunciar kkk,0.58301717042923,Neutro,2,Amei
797,pt,109,incrivel  nao ha duvidas que a historia de nosso pais ha de mudar    tudo o que e diferente  ja corresponde as mudancas  comecando pela posse  que deus abencoe nossa nacao    deus governa ao lado de um presidente em brasilia a partir de hoje   brasil acima de tudo e deus acima de todos ,0.618986010551453,Neutro,2,Amei
798,pt,71627,boa noite melhor presidente de todos os tempos,1.0,Positivo,2,Amei
799,pt,69863,presidente  fortaleca seu frontline com a familia e pessoas de confianca  conte com o nosso apoio  #bolsonaro2022,0.9416324496269229,Positivo,2,Amei
800,pt,71588,calma presidente  estamos com voce ,0.7153300642967221,Positivo,2,Amei
801,pt,71570,ola meu presidente e excelente trabalho e maravilhoso ser desafio ,1.0,Positivo,2,Amei
802,pt,71540,parabens exmo sr presidente republica federativa do brasil viva viva ,0.8058516979217529,Positivo,2,Amei
803,pt,69911,nao foi so milagre  presidente  foram bons medicos presentes no sus na hora que o senhor precisou  nunca esqueca disso ,0.6220455169677729,Neutro,2,Amei
804,pt,95966,nada sera  facil   sr  presidente   ate sairmos do fundo do poco teremos que fazer muitos sacrificios   conte conosco ,0.455895364284515,Neutro,2,Amei
805,pt,94974,meu querido presidente por favor deixa para o citador ia nossa das mulheres de 60 anos e homem 65 por favor em nome de jesus e que eu lhe peco,0.17442514002323198,Negativo,2,Amei
806,pt,95076,boa noite querido presidente  parabens o brasil ja e outro ,0.8092387914657589,Positivo,2,Amei
807,pt,95011,peco  muito a  deus a  sua protecao que nada de mal lhe aconteca  estaremos juntos ate sempre ,0.878677487373352,Positivo,2,Amei
808,pt,44213,parabens e felicidade para familia mais abencoada,0.959696888923645,Positivo,2,Amei
809,pt,69810,o presidente tem q fazer a reforma da previdencia  comecando pelo alto  maiores salarios  n comecar com nos  coitados dos pobres,0.23380669951438895,Negativo,2,Amei
810,pt,94937,obrigada pela lembranca de um dia tao especial dedicado ao nosso dia,1.0,Positivo,2,Amei
811,pt,69800,estou contigo bolsonaro  deus te abencoe e continue firme e forte  calma meu querido porque com deus a frente o inimigo nao vence ,0.6134685873985289,Neutro,2,Amei
812,pt,94940,tenha um canal direto conosco  semanal e sem intermediarios ,0.6015337109565729,Neutro,2,Amei
813,pt,69829,sou caminhoneiro obrigado meu presidente por tudo que deus abencoe sempre   tamos juntos eu e toda a minha familia ,0.593392908573151,Neutro,2,Amei
814,pt,69850,presidente  vamos em frente  lei e para ser seguida  nada vao encontrar  nao desanime  a sua luta e maior  pelo pais ,0.5367016196250921,Neutro,2,Amei
815,pt,95035,lives semanais  que bom para o povo  toda quinta feira  continue assim presidentes e ministros e olhe   por favor   o stf precisa de mudancas ,0.916666686534882,Positivo,2,Amei
816,pt,69836,estamos juntos presidente bolsonaro o senhor e um presidente de carater parabens presidente deus abencoe sempre o senhor presidente bolsonaro,0.6051658391952509,Neutro,2,Amei
817,pt,69828,parabens vossa excelencia presidente jair messias bolsonaro o senhor esta so nos dando orgulho e tem muito orgulho de votar e votaria no senhor um milhao de vezes,0.6919213533401489,Neutro,2,Amei
818,pt,95039,boa noite presidente  vc sim e um homem do povo por isso estamos aqui com vc  viva ao brasil livre  ,1.0,Positivo,2,Amei
819,pt,95044,deus te abencoe meu presidente  voce e uma bencao continue assim  esta no caminho certo ,0.8928943872451779,Positivo,2,Amei
820,pt,94949,boa noite senhor presidente    por favor nos fale sobre projetos para educacao e empregos ,0.7384319901466371,Positivo,2,Amei
821,pt,69833,cobre judicialmente a divida da rede globo  quem deve ao pais nao pode ter sua concessao renovada  a lei e pra todows ,0.46179327368736295,Neutro,2,Amei
822,pt,95045,presidente   reveja a aposentadoria   menos anos para nos mulheres ,0.516307830810547,Neutro,2,Amei
823,pt,69853,agora vao escutar um pouco do que precisam  deus esta te abencoando todos brasileiros de bem estao orando para sr presidente ,0.8786527514457699,Positivo,2,Amei
824,pt,69857,plano pra te desestabilizar    fique tranquilo presidente  o povo nao e bobo   fique tranquilo  estamos com vc ,0.645538926124573,Neutro,2,Amei
825,pt,95051,esquerda nunca mais  viva nosso presidente bolsonaro  deus o abencoe e sua linda familia,0.549408793449402,Neutro,2,Amei
826,pt,69860,meu presidente enquanto eles fazem essa campanha  nos nas redes sociais estamos a todo momento em campanha em #somostodosrobos,0.452705264091492,Neutro,2,Amei
827,pt,69859,nao e so sede de poder e muito mais  eles sabem que estamos lhe apoiando  deus esta lhe protegendo  fe em deus nosso presidente  que deus lhe ilumine mais ainda ,0.486512064933777,Neutro,2,Amei
828,pt,95036,boa noite  presidente  apoio seu governo e te desejo sabedoria e muita saude  ,1.0,Positivo,2,Amei
829,pt,69825,estamos com o senhor presidente bolsonaro  parabens pelo seu governo em prol de um pais melhor para todos,0.877554893493652,Positivo,2,Amei
830,pt,19120,presidente o sr nao existe   amo ver essas senas surpresas   por isso amo tanto ,0.0967058539390564,Negativo,2,Amei
831,pt,95059,jesus te proteja presidente  rezando para sejamos vencedores contra estas pragras que acabaram com nosso pais,0.553924202919006,Neutro,2,Amei
832,pt,95034,presidente  faca o q tem que fazer  nao de importancia a quem quer o mal d brasil ,0.0320577025413513,Negativo,2,Amei
833,pt,69969,sr  presidente  deus te de muita calma e sabedoria  pois com esse stress todo o senhor vai acabar tendo um ataque  e nos estamos contando com o senhor,0.5833638310432429,Neutro,2,Amei
834,pt,69958,senhor presidente estamos juntos com vossa excelencia  entendo sua revolta pois acompanhamos os desmandos dessas turmas  deus e contigo e agente tambem ,0.48212754726409895,Neutro,2,Amei
835,pt,95055,excelentissimo senhor presidente eu e minha casa somos bolsonaro oramos pela vida do senhor todos os dias deus te abencoe hoje e sempre,0.61519980430603,Neutro,2,Amei
836,pt,71621,sao quase 50 000 pessoas lhe assistindo por livre e espontanea vontade,0.971360087394714,Positivo,2,Amei
837,pt,95038,tenha pulso de ferro bolsonaro      continue seu trabalho por nos ,0.6644721031188959,Neutro,2,Amei
838,pt,116,a unica peca vermelha utilizada na posse foi o tapete devidamente pisado pelo nosso presidente,0.5136449337005621,Neutro,2,Amei
839,pt,106,parabens presidente  gracas a deus tudo correu bem e foi muito lindo ver seu filho carlos cobrindo a sua retaguarda em carro aberto  isso se chama amor verdadeiro ,0.857142865657806,Positivo,2,Amei
840,pt,69957,querem lhe destruir por medo  mas va em frente meu presidente  estamos confiantes no seu governo  que deus lhe abencoe ,0.0,Negativo,2,Amei
841,pt,95040,saudacoes meu presidente  concordo plenamente com o senhor  tem meu apoio  abraco,0.842368245124817,Positivo,2,Amei
842,pt,71673,fora bolsonaro,0.442588090896606,Neutro,2,Amei
843,pt,105241,bolsonaro 2022   ,0.5,Neutro,2,Amei
844,pt,94920,grecia a curto prazo  em medio seremos uma cuba  isso na melhor das hipoteses ,0.8124058842659,Positivo,2,Amei
845,pt,69821,por favor presidente    tenha calma    nao entra no jogo deles     deus esta com o senhor e os brasileiros de bem te amam,0.954545438289642,Positivo,2,Amei
846,pt,69942,e muita sujeiraaa  jogam muito sujo  de saco cheio desse pessoal querendo o poder de modo sujo e tentando prejudicar vc  nao da para cair mais nessa ,0.129629626870155,Negativo,2,Amei
847,pt,105096,aeeeee presida,0.510361313819885,Neutro,2,Amei
848,pt,100,michelle bolsonaro foi um espetaculo a parte   linda  carismatica     meiga  inteligente e ainda fala em libras ,1.0,Positivo,2,Amei
849,pt,95048,eu e minha familia somos felizes por termos o bolsonaro como nosso presidente ,0.572713136672974,Neutro,2,Amei
850,pt,69924,forca presidente     o senhor ja ouviu dizer que cachorro morto ninguem chuta     vc esta fazendo um excelente trabalho   ,0.5453128814697271,Neutro,2,Amei
851,pt,69920,adoro  e admiro esse jeito sincero do jb  te amo presidente  deus abencoe voce   sua familia e o brasil ,1.0,Positivo,2,Amei
852,pt,95050,presidente  obrigada pelo video  faca mais lives assim  e bom que a sociedade esteja a par das mas intencoes da imprensa ,0.976190447807312,Positivo,2,Amei
853,pt,95037,reforma politica presidente tambem eh urgente e plano para geracao de empregos,0.441188275814056,Neutro,2,Amei
854,pt,69861,calma nosso honrado presidente  eles te perseguem porque voce esta com uma aceitacao muito grande  lembrando que so se bate em arvore que da frutos ,0.84725022315979,Positivo,2,Amei
855,pt,69987,parabens sr presidente bolsonaro nos brasileiros estamos juntos para um brasil melhor para todos bolsonaro presidente 20 22 ## viva bolsonaro viva o brasil,0.8999999761581421,Positivo,2,Amei
856,pt,94997,deus te abencoe hoje e sempre com saude e do alto receba sabedoria e estrategias para abencoar essa nacao brasil ,0.9094197750091549,Positivo,2,Amei
857,pt,95014,a imprensa  vai criticar e fazer de tudo para atrapalhar seu governo mas nao vao conseguir  porque o senhor e honesto nos lutamos para eleger o senhor e estamos juntos te defendendo sempre,0.47837400436401395,Neutro,2,Amei
858,pt,95015,a reforma da previdencia e preciso  nao vai agradar a todos mas e necessario ,0.257696747779846,Negativo,2,Amei
859,pt,95018,o voto  em um pais democratico nao pode ser obrigatorio presidente bolsonaro,0.259742319583893,Negativo,2,Amei
860,pt,69913,manda ver nobre presidente bolsonaro  tem que acabar mesmo com essas marcas que ficam inventando  nao querem ver nosso pais limpo parabens jair bolsonaro  o brasil esta contigo ,0.392316162586212,Neutro,2,Amei
861,pt,95008,e a mudanca da embaixada para jerusalem isso pode acabar com teu governo,0.537069916725159,Neutro,2,Amei
862,pt,95063,tenho orgulho do nosso excelentissimo senhor presidente jair messias bolsonaro ,0.565122485160828,Neutro,2,Amei
863,pt,95003,presidente nao peca desculpas sobre nada do que tem sido feito no seu governo  ,0.388726413249969,Neutro,2,Amei
864,pt,69689,bolsonaro vem pra santos    olhe para nos estivadores    estamos perdendo nosso campo de trabalho nos ajude     sao muitas familias se perdendo    nos ajude,0.258051007986069,Negativo,2,Amei
865,pt,69879,estamos juntos meu presidente  eu e minha familia fomos  somos e sempre estaremos com o senhor  deus abencoe    ,0.5263041853904721,Neutro,2,Amei
866,pt,69883,vai descansar presidente  amanha o senhor tem uma missao pela frente  continue assim    seja forte  nao desista ,0.6228092908859251,Neutro,2,Amei
867,pt,69886,tente se acalmar presidente  sei que e revoltante   mas e o que quer tira lo do serio    forca presidente  estamos com vc,0.532029807567596,Neutro,2,Amei
868,pt,95065,presidente  veja a nossa situacao da caixa  passamos em 2014 e o pt colocou nas nossas vagas apadrinhados do partido  converse com o pedro guimaraes que esta por dentro do assunto ,0.44421857595443703,Neutro,2,Amei
869,pt,69765,relaxa patrao  a globo esta armando uma diaspora entre voces que eram aliados  pelo menos ele pediu muito voto pra voce no estado do rio  pra cima deles capitao esquece a fofoca da bela cap,0.41794094443321206,Neutro,2,Amei
870,pt,70158,continue seu trabalho  a globolixo nao tem credibilidade  nao tem moral  o povo brasileiro de bem abomina a rede esgoto de tv,0.504073143005371,Neutro,2,Amei
871,pt,95304,#fraude nas urnas e no #processoeleitoral tb precisam de uma investigacao ,0.22856947779655498,Negativo,2,Amei
872,pt,95026,boa noite  a todos   que facam tudo que nosso brasil mereca    muita luta muita conquista   esse e o nosso amado presidente   todos lhe adoram voce e incrivel  ,0.870370388031006,Positivo,2,Amei
873,pt,69841,descanse   e acalme se para fechar a sua viagem com chave de ouro   o #brasil esta feliz com os negocios feitos em sua viagem   ,0.8041511178016659,Positivo,2,Amei
874,pt,95030,sabiamos que nao seria facil mas contamos com voce  nosso amado presidente  vai dar tudo certo  tamojuntos,0.711458027362823,Positivo,2,Amei
875,pt,69905,estamos juntos bolsonaro   aqui em pirapemas ma  so a assembleia de deus lhe apoia  mas  estamos juntos e orando por vc e por nosso pais,0.575887680053711,Neutro,2,Amei
876,pt,94982,estamos lutando muito nas redes para defendero governo  mas tem que porcessar muita gente neste pais,0.450975894927979,Neutro,2,Amei
877,pt,94906,esperamos bom governo mas tenta anular a reforma da presidencia presidente ,0.8230396509170529,Positivo,2,Amei
878,pt,94976,o meu sonho   meu presidente  que   de mais atencao em defesa da natureza e dos animais   tem muitos caes sendo abandonados nesse pais,0.5792217850685121,Neutro,2,Amei
879,pt,69837,estamos juntos  com vc por um  brasil melhor vc tem bastante  gente do bem   que confia em vc  vc sera o presidente 2022,0.9347826242446899,Positivo,2,Amei
880,pt,69910,deus  te proteja     nao  e  facil  esse rojao    vamos  pedir a  deus que te de  forca  e coragem para fazer  desse brasil  uma  nacao  de bem ,0.8846153616905209,Positivo,2,Amei
881,pt,95012,os militares podem entrar na previdencia sim  e os 10 5  mas tem que ter uma reestruturacao dos soldos a tropa esta amargando baixos salarios ha anos meu presidente olhem pelas forcas armadas,0.5453869104385379,Neutro,2,Amei
882,pt,95965,vem fazendo um bom trabalho  nao suma das lives e seu contato direto,0.8639967441558841,Positivo,2,Amei
883,pt,71458,you shall be paying for your deed  real soon  mind it ,0.5311871767044071,Neutro,2,Amei
884,pt,105370,boa noite,0.771806836128235,Positivo,2,Amei
885,pt,69876,deixa eu ouvir meu presidente falar   parem de perturbar o nosso trabalhador   i love you  bolsonaro,0.0450175404548645,Negativo,2,Amei
886,pt,69914,que todos os anjos de deus estejam acampados ao seu redor presidente bolsonaro lhe protegendo de toda a flecha do inimigo ,0.4199827611446379,Neutro,2,Amei
887,pt,95105,obrigado presidente por nao desistir do nosso pais apesar de todas as maldades feitas ao sr ,0.63215708732605,Neutro,2,Amei
888,pt,95085,live toda semana  top saber informacoes coerentes direto da fonte  e nao por esses jornalecos de segunda  #bolsonarotemrazao,0.7419962286949159,Positivo,2,Amei
889,pt,95089,sr presidente  e um orgulho  estar aqui  ouvindo o senhor sou sua eleitora e acima de tudo sou  sua  fa  que  deus esteja contigo,0.7947664260864259,Positivo,2,Amei
890,pt,95104,boa noite meu presidente  veja a possibilidade de extincao do ipva  ja pagamos seguro e licenciamento todo ano ,0.812107503414154,Positivo,2,Amei
891,pt,95098,boa noite presidente jair messias bolsonaro  eu queria muito saber se voces vao privatizar os correios ou nao ,0.32951521873474104,Neutro,2,Amei
892,pt,90,sem palavras  sou deficiente auditivo  surdo   me emocionei demais e chorinho  nao tenho explicacoes pq quando eu nasci ate agora nunca faz libras ao lado do presidente do brasil e mundo que surdos ficam sofrem pq ninguem na tvs mostram a libras  agora finalmente primeira vez a dama capaz mostrou a libras que maravilhosa  sinto muito feliz  melhor o momento agora no ano 2019 ,0.543861746788025,Neutro,2,Amei
893,pt,95096,boa noite a todos  estamos contigo querido presidente  deus abencoe a todos ,1.0,Positivo,2,Amei
894,pt,95083,e preciso abrir o mercado de comunicacao no brasil  permitindo inclusive a compra de emissoras abertas por grupos internacionais  como esta nao da,0.299865633249283,Negativo,2,Amei
895,pt,95088,pressao nos parlamentares  eles nao podem ser obstaculos ao que queremos ,0.286516964435577,Negativo,2,Amei
896,pt,95041,obrigada querido presidente e forca mesmo que muitos querem te derrubarem  muitos ingratos nao desista de sua grande missao no nosso brasil     rezo pelo senhor e por todos nos    ,0.842938005924225,Positivo,2,Amei
897,pt,69817,processa presidente  comece a colocar processo em cima de processo em qualquer um que fale mal de vc presidente,0.214730083942413,Negativo,2,Amei
898,pt,95043,estou tentando comprar no mercado livre uma urna eletronica para que eu possa votar #b17 todos os dias ,0.6123394370079039,Neutro,2,Amei
899,pt,71578,parabens presidente um ano da vitoria ,0.46476817131042497,Neutro,2,Amei
900,pt,94961,seja justo meu presidente   batalhei muito  e de graca por sua vitoria  ,0.6624763607978821,Neutro,2,Amei
901,pt,69968,chega de marielle   ninguem aguenta  mais   uma vereadorazinha sem  expressao nenhuma  va em frente presidente o povo esta com voce   ,0.23087829351425196,Negativo,2,Amei
902,pt,71599,bolsonaropreso,0.5,Neutro,2,Amei
903,pt,95128,senhor presidente  com relacao a proposta da isencao do imposto de renda  acredito que e uma saida para ajudar a economia funcionar melhor,0.9347826242446899,Positivo,2,Amei
904,pt,71521,parabens amado presidente ,0.7417574524879459,Positivo,2,Amei
905,pt,121,realmente me emocionei muito ate  chorei   foi lindo  com uma mulher assim  do seu lado   o brasil so  tem a ganhar   parabens nosso presidente   pela escolha  alem de linda   tem um coracao  imenso,0.8030303120613101,Positivo,2,Amei
906,pt,69869,confiamos em nosso presidente  se acalme  deixe falarem  sabemos que esta no caminho certo presidente  pode contar conosco ,0.7541581988334659,Positivo,2,Amei
907,pt,118,nossa primeira dama ensinando na pratica o que e inclusao de minorias ,0.532528042793274,Neutro,2,Amei
908,pt,71645,excelente,0.8943476676940921,Positivo,2,Amei
909,pt,69962,calma meu presidente  precisamos do senhor bem e com saude  processo neles  e milionario  deus te trouxe ate aqui e nao te deixara ,0.9347826242446899,Positivo,2,Amei
910,pt,95072,o foco agora deve estar no congresso   cada um cobrando seu deputado,0.5607802867889399,Neutro,2,Amei
911,pt,69956,o povo nao acredita em nada do que esses dai fazem e suas denuncias vazias   sem nenhuma  verdade    se deus quiser  e ele vai querer  o senhor sera eleito todas as vezes que se candidatar ,0.295534938573837,Negativo,2,Amei
912,pt,69902,forca presidente  essa globo nao presta um lixo como esse bando de petista imundos  criticam mas nao fazem merda nenhuma  estamos com vc sempre ,0.138770028948784,Negativo,2,Amei
913,pt,95054,e so respeitar as leis de transito que nao ganha multa ,0.644091963768005,Neutro,2,Amei
914,pt,69831,estamos do seu lado meu presidente  as pessoas de bem estao do seu lado mito 2022 e mito de novo #patriaamadabrasil,0.762282371520996,Positivo,2,Amei
915,pt,104,lindoooooo valeu apena cada minuto de pe pra aplaudir minha princesa primeira dama  e meu presidente,1.0,Positivo,2,Amei
916,pt,95095,abra mais vagas para pessoas  acima  de 50 anos  preciso trabalhar   ,0.373709201812744,Neutro,2,Amei
917,pt,94773,votei pra ele e ultima vez que voto   ele vai acabar com povo brasileiro  a  com essa reforma da previdencia  ,0.130283892154694,Negativo,2,Amei
918,pt,114,fiquei emocionada com esse beijo que ela tascou nele    eita     vamos torcer juntos por um brasil melhor    parabens meu presidente   ,1.0,Positivo,2,Amei
919,pt,95249,otimo porta voz  brasil precisa da reforma gente  e necessidade ,0.422398686408997,Neutro,2,Amei
920,pt,69954,presidente estao fazendo de tudo pra destruir sua familia e impedir que seu governo seja um sucesso  deus ta no controle e nao se deixe levar por tudo isso ,0.38908725976944,Neutro,2,Amei
921,pt,69795,descanse um pouco capitao nos presissmos muito do senhor com saude  beijos deus abencoe boa noite  amem  ,1.0,Positivo,2,Amei
922,pt,95071,cade a resposta sobre a br 319 queremos que o povo do amazonas veja ela pronta,0.314205050468445,Neutro,2,Amei
923,pt,94986,boa tarde presidente canada  acompanhando seu trabalho  brilhante  parabens,0.9697085618972779,Positivo,2,Amei
924,pt,69773,pelo amor de deus de um calmante pra ele  fique calmo presidente  deus e justo  a verdade sempre aparece  fique calmo ,0.699202656745911,Neutro,2,Amei
925,pt,69775,pode confiar em mim e pelos os q cofiam no nosso pais e q e  brasileiro  de vdd spre vmos te apoiar meu presidente,0.7264399528503421,Positivo,2,Amei
926,pt,95123,presidente   estamos com o senhor   queremos saber  quem mandou matar bolsonaro  continue a investigacao   a sociedade e o senhor merecem uma resposta,0.588076412677765,Neutro,2,Amei
927,pt,70582,globo lixo ja era esta no fundo do poco dair pr pior eles n falam nada sobre a morte do ator e diretor jorge fernando quem sabe nao tem esqyema da globolixo por tras da morte de jorge fernando,0.243589743971825,Negativo,2,Amei
928,pt,71089,meu respeitavel presidente  faca como rui barbosa  dou vida longa aos meus inimigos para que eles assistem de pe a minha vitoria  ,0.5498889684677121,Neutro,2,Amei
929,pt,95010,o sistema esta vindo com tudo para cima do senhor presidente  o sistema esta batendo forte  estamos com o senhor  forca presidente ,0.6738852858543399,Neutro,2,Amei
930,pt,95120,boa noite querido e amado presidente  deus abencoe voce sempre  e vida longa ,1.0,Positivo,2,Amei
931,pt,70549,presidente  se acalme    nos que o elegemos estamos o estamos apoiando    o deus todo poderoso que o colocou na presidencia e contigo    e o seu reino e justica estao sendo benvindos a nosso pais   ,0.641662836074829,Neutro,2,Amei
932,pt,95119,confio no senhor e nos ministros  que seja feito o melhor para o brasil ,1.0,Positivo,2,Amei
933,pt,70017,mantenha a calma senho presidente jair bolsonaro nos o apoiaremos sob qualquer circunstancia porque seus procedimentos para ajustar o nosso brasil sao coerentes  ,0.712235391139984,Positivo,2,Amei
934,pt,70013,as pessoas de bem estao contigo presidente  deus e maior  nosso sr jesus estara sempre do seu lado te defendendo ,0.937389612197876,Positivo,2,Amei
935,pt,71488,melhor presidente dos ultimos tempos  grande dia hj  forte abraco mito,1.0,Positivo,2,Amei
936,pt,70011,e isso ai meu presidente estamos com vc o brasil esta com vc sabe o que tem que fazer basta aplicar o art 142  nao e so a globo que esta contra vc e sim o congresso todo ,0.48448571562767,Neutro,2,Amei
937,pt,94855,vamos para a rua ne   saia das redes sociais e va visitar os estados  chega de fofocas na internet,0.5859750509262079,Neutro,2,Amei
938,pt,95024,fico feliz de ver o quanto o sr   esta bem  deus e mais ,1.0,Positivo,2,Amei
939,pt,95027,deus colocou nosso presidente onde ele esta que seja muito abencoado,0.674946546554565,Neutro,2,Amei
940,pt,94910,quem concorda que nosso capitao ja e o melhor presidente do brasil  ,0.948715329170227,Positivo,2,Amei
941,pt,95111,pesidente  cuidado  a grande imprensa quer que o senhor que esta fazendo um grande trabalho  caia   nao deixe  isso acontecer ,1.0,Positivo,2,Amei
942,pt,95031,sabemos que nao contamos com a grande midia  sugiro que o contato com o eleitorado seja retomado por live  sempre que possivel  senhor presidente  estamos juntos ,0.537656009197235,Neutro,2,Amei
943,pt,95032,tire os grandes privilegios que foram incluidos nos ultimos 20 anos em algumas categorias ,0.432770311832428,Neutro,2,Amei
944,pt,94973,que seja umas reforma justa presidente briguei muito pelo senhor e espero nao me decepcionar ,0.268476128578186,Negativo,2,Amei
945,pt,69986,presidente e o fim  quanta maldade  quando se pensa que nao se pode ouvir mais nada de maldade contra o sr  vem mais uma coisa absurda desta  ,0.22426877915859197,Negativo,2,Amei
946,pt,69985,quanto orgulho te ter como presidente  cada vez mais tenho convicta certeza de que fiz a escolha certa,0.6517292857170099,Neutro,2,Amei
947,pt,69981,boa noite senhor presidente  e  um absurdo a acusacao sobre a morte  da marielle  e  pura perseguicao  o povo o elegeu e o povo que  o elegeu o apoia  e respeita,0.246604099869728,Negativo,2,Amei
948,pt,69955,deus e maior presidente e ele esta contigo e com o brasil  estamos juntos com vc e vamos vencer  em oracao todos os dias por vc  deus o abencoe e fortaleca ,0.8225806355476379,Positivo,2,Amei
949,pt,95103,general heleno grande homem sabio e honrado transmite credibilidade ao brasil ,0.7523674368858341,Positivo,2,Amei
950,pt,95082,poderia valorizar as mulheres de cinquenta anos que nao tem aposentadoria e nao tem renda alguma precisamos de oportunidade  de trabalho   ,0.409553587436676,Neutro,2,Amei
951,pt,95057,boa noite ajudar os nordestino    eu sou de serra talhada  boa noite jesus te proteja e lhe de sabedoria,1.0,Positivo,2,Amei
952,pt,95060,senhor presidente olhe as guardas municipais com carinho pois elas estao no susp trabalham na seguranca publica,0.7360524535179142,Positivo,2,Amei
953,pt,69916,quanta maldade com nosso capitao  por favor deixe ele trabalhar em paz  voces iram pagar por tudo isso  consertesa  deus e maior,0.181024715304375,Negativo,2,Amei
954,pt,69921,quem o salvou foram medicos muito  mas muito bem preparados  legalmente exercendo a profissao no pais ,0.991363883018494,Positivo,2,Amei
955,pt,69925,ta faltamdo um prosseco na globo e outros por calunia e defamacao  mas pena q quando chega no stf eles anulan tudo,0.29349502921104403,Negativo,2,Amei
956,pt,69952,mantenha a calma presidente  quem nao deve nao teme   mas vc tem o direito de se defender estamos orando por vc  ,0.976190447807312,Positivo,2,Amei
957,pt,69936,errou em termos    nao pode falar a verdade  infelizmente nossa lei e cega  muda e surda  nao fica nervoso  sua saude em primeiro lugar ,0.367775648832321,Neutro,2,Amei
958,pt,95081,presidente   eu sou idoso e aposentado ouco muito falar sobre a retorma da previdencia    eu queria saber melhor sobre o assunto  muito obrigado ,0.6226440668106079,Neutro,2,Amei
959,pt,69887,nao nos abandone presidente    deus esta a sua frente    o senhor eh um enviado de deus  para salvar o nosso povo    estou muito triste com tudo isso que fazem com o senhor     deus acima de tudo   ,0.30191844701766996,Neutro,2,Amei
960,pt,95127,noite abencoada pra vc e familia que deus continue abencoando sua vida lhe dando saude paz sabedoria sempre acredito em vc abracos ,0.954545438289642,Positivo,2,Amei
961,pt,69877,boa noite senhor presidente por favor com carinho para os agentes penitenciario de rondonia e a cidade de cujubim que esta cada dia piorando ,0.828258991241455,Positivo,2,Amei
962,pt,95106,inedito presidente da republica dar esclarecimentos nas redes sociais     isso e muda brasil  #bolsonarotemrazao,0.48170596361160295,Neutro,2,Amei
